path,yaw
HeadPose\CMU_Multi_Pie_Uncropped\012_01_02_041_04.jpg,30
HeadPose\CMU_Multi_Pie_Uncropped\012_01_02_041_05.jpg,30
HeadPose\CMU_Multi_Pie_Uncropped\012_01_02_041_06.jpg,30
HeadPose\CMU_Multi_Pie_Uncropped\012_01_02_041_07.jpg,30
HeadPose\CMU_Multi_Pie_Uncropped\012_01_02_041_08.jpg,30
HeadPose\CMU_Multi_Pie_Uncropped\012_01_02_041_09.jpg,30
HeadPose\CMU_Multi_Pie_Uncropped\012_01_02_041_10.jpg,30
HeadPose\CMU_Multi_Pie_Uncropped\012_01_02_041_11.jpg,30
HeadPose\CMU_Multi_Pie_Uncropped\012_01_02_041_12.jpg,30
HeadPose\CMU_Multi_Pie_Uncropped\012_01_02_041_13.jpg,30
HeadPose\CMU_Multi_Pie_Uncropped\012_01_02_041_14.jpg,30
HeadPose\CMU_Multi_Pie_Uncropped\012_01_02_041_15.jpg,30
HeadPose\CMU_Multi_Pie_Uncropped\012_01_02_041_16.jpg,30
HeadPose\CMU_Multi_Pie_Uncropped\012_01_02_041_17.jpg,30
HeadPose\CMU_Multi_Pie_Uncropped\012_01_02_041_18.jpg,30
HeadPose\CMU_Multi_Pie_Uncropped\012_01_02_041_19.jpg,30
HeadPose\CMU_Multi_Pie_Uncropped\012_01_02_050_00.jpg,15
HeadPose\CMU_Multi_Pie_Uncropped\012_01_02_050_01.jpg,15
HeadPose\CMU_Multi_Pie_Uncropped\012_01_02_050_02.jpg,15
HeadPose\CMU_Multi_Pie_Uncropped\012_01_02_050_03.jpg,15
HeadPose\CMU_Multi_Pie_Uncropped\012_01_02_050_04.jpg,15
HeadPose\CMU_Multi_Pie_Uncropped\012_01_02_050_05.jpg,15
HeadPose\CMU_Multi_Pie_Uncropped\012_01_02_050_06.jpg,15
HeadPose\CMU_Multi_Pie_Uncropped\012_01_02_050_07.jpg,15
HeadPose\CMU_Multi_Pie_Uncropped\012_01_02_050_08.jpg,15
HeadPose\CMU_Multi_Pie_Uncropped\012_01_02_050_09.jpg,15
HeadPose\CMU_Multi_Pie_Uncropped\012_01_02_050_10.jpg,15
HeadPose\CMU_Multi_Pie_Uncropped\012_01_02_050_11.jpg,15
HeadPose\CMU_Multi_Pie_Uncropped\012_01_02_050_12.jpg,15
HeadPose\CMU_Multi_Pie_Uncropped\012_01_02_050_13.jpg,15
HeadPose\CMU_Multi_Pie_Uncropped\012_01_02_050_14.jpg,15
HeadPose\CMU_Multi_Pie_Uncropped\012_01_02_050_15.jpg,15
HeadPose\CMU_Multi_Pie_Uncropped\012_01_02_050_16.jpg,15
HeadPose\CMU_Multi_Pie_Uncropped\012_01_02_050_17.jpg,15
HeadPose\CMU_Multi_Pie_Uncropped\012_01_02_050_18.jpg,15
HeadPose\CMU_Multi_Pie_Uncropped\012_01_02_050_19.jpg,15
HeadPose\CMU_Multi_Pie_Uncropped\012_01_02_051_00.jpg,0
HeadPose\CMU_Multi_Pie_Uncropped\012_01_02_051_01.jpg,0
HeadPose\CMU_Multi_Pie_Uncropped\012_01_02_051_02.jpg,0
HeadPose\CMU_Multi_Pie_Uncropped\012_01_02_051_03.jpg,0
HeadPose\CMU_Multi_Pie_Uncropped\012_01_02_051_04.jpg,0
HeadPose\CMU_Multi_Pie_Uncropped\012_01_02_051_05.jpg,0
HeadPose\CMU_Multi_Pie_Uncropped\012_01_02_051_06.jpg,0
HeadPose\CMU_Multi_Pie_Uncropped\012_01_02_051_07.jpg,0
HeadPose\CMU_Multi_Pie_Uncropped\012_01_02_051_08.jpg,0
HeadPose\CMU_Multi_Pie_Uncropped\012_01_02_051_09.jpg,0
HeadPose\CMU_Multi_Pie_Uncropped\012_01_02_051_10.jpg,0
HeadPose\CMU_Multi_Pie_Uncropped\012_01_02_051_11.jpg,0
HeadPose\CMU_Multi_Pie_Uncropped\012_01_02_051_12.jpg,0
HeadPose\CMU_Multi_Pie_Uncropped\012_01_02_051_13.jpg,0
HeadPose\CMU_Multi_Pie_Uncropped\012_01_02_051_14.jpg,0
HeadPose\CMU_Multi_Pie_Uncropped\012_01_02_051_15.jpg,0
HeadPose\CMU_Multi_Pie_Uncropped\012_01_02_051_16.jpg,0
HeadPose\CMU_Multi_Pie_Uncropped\012_01_02_051_17.jpg,0
HeadPose\CMU_Multi_Pie_Uncropped\012_01_02_051_18.jpg,0
HeadPose\CMU_Multi_Pie_Uncropped\012_01_02_051_19.jpg,0
HeadPose\CMU_Multi_Pie_Uncropped\012_01_02_080_00.jpg,-45
HeadPose\CMU_Multi_Pie_Uncropped\012_01_02_080_01.jpg,-45
HeadPose\CMU_Multi_Pie_Uncropped\012_01_02_080_02.jpg,-45
HeadPose\CMU_Multi_Pie_Uncropped\012_01_02_080_03.jpg,-45
HeadPose\CMU_Multi_Pie_Uncropped\012_01_02_080_04.jpg,-45
HeadPose\CMU_Multi_Pie_Uncropped\012_01_02_080_05.jpg,-45
HeadPose\CMU_Multi_Pie_Uncropped\012_01_02_080_06.jpg,-45
HeadPose\CMU_Multi_Pie_Uncropped\012_01_02_080_07.jpg,-45
HeadPose\CMU_Multi_Pie_Uncropped\012_01_02_080_08.jpg,-45
HeadPose\CMU_Multi_Pie_Uncropped\012_01_02_080_09.jpg,-45
HeadPose\CMU_Multi_Pie_Uncropped\012_01_02_080_10.jpg,-45
HeadPose\CMU_Multi_Pie_Uncropped\012_01_02_080_11.jpg,-45
HeadPose\CMU_Multi_Pie_Uncropped\012_01_02_080_12.jpg,-45
HeadPose\CMU_Multi_Pie_Uncropped\012_01_02_080_13.jpg,-45
HeadPose\CMU_Multi_Pie_Uncropped\012_01_02_080_14.jpg,-45
HeadPose\CMU_Multi_Pie_Uncropped\012_01_02_080_15.jpg,-45
HeadPose\CMU_Multi_Pie_Uncropped\012_01_02_080_16.jpg,-45
HeadPose\CMU_Multi_Pie_Uncropped\012_01_02_080_17.jpg,-45
HeadPose\CMU_Multi_Pie_Uncropped\012_01_02_080_18.jpg,-45
HeadPose\CMU_Multi_Pie_Uncropped\012_01_02_080_19.jpg,-45
HeadPose\CMU_Multi_Pie_Uncropped\012_01_02_090_00.jpg,-60
HeadPose\CMU_Multi_Pie_Uncropped\012_01_02_090_01.jpg,-60
HeadPose\CMU_Multi_Pie_Uncropped\012_01_02_090_02.jpg,-60
HeadPose\CMU_Multi_Pie_Uncropped\012_01_02_090_03.jpg,-60
HeadPose\CMU_Multi_Pie_Uncropped\012_01_02_090_04.jpg,-60
HeadPose\CMU_Multi_Pie_Uncropped\012_01_02_090_05.jpg,-60
HeadPose\CMU_Multi_Pie_Uncropped\012_01_02_090_06.jpg,-60
HeadPose\CMU_Multi_Pie_Uncropped\012_01_02_090_07.jpg,-60
HeadPose\CMU_Multi_Pie_Uncropped\012_01_02_090_08.jpg,-60
HeadPose\CMU_Multi_Pie_Uncropped\012_01_02_090_09.jpg,-60
HeadPose\CMU_Multi_Pie_Uncropped\012_01_02_090_10.jpg,-60
HeadPose\CMU_Multi_Pie_Uncropped\012_01_02_090_11.jpg,-60
HeadPose\CMU_Multi_Pie_Uncropped\012_01_02_090_12.jpg,-60
HeadPose\CMU_Multi_Pie_Uncropped\012_01_02_090_13.jpg,-60
HeadPose\CMU_Multi_Pie_Uncropped\012_01_02_090_14.jpg,-60
HeadPose\CMU_Multi_Pie_Uncropped\012_01_02_090_15.jpg,-60
HeadPose\CMU_Multi_Pie_Uncropped\012_01_02_090_16.jpg,-60
HeadPose\CMU_Multi_Pie_Uncropped\012_01_02_090_17.jpg,-60
HeadPose\CMU_Multi_Pie_Uncropped\012_01_02_090_18.jpg,-60
HeadPose\CMU_Multi_Pie_Uncropped\012_01_02_090_19.jpg,-60
HeadPose\CMU_Multi_Pie_Uncropped\012_01_02_110_00.jpg,-90
HeadPose\CMU_Multi_Pie_Uncropped\012_01_02_110_01.jpg,-90
HeadPose\CMU_Multi_Pie_Uncropped\012_01_02_110_02.jpg,-90
HeadPose\CMU_Multi_Pie_Uncropped\012_01_02_110_03.jpg,-90
HeadPose\CMU_Multi_Pie_Uncropped\012_01_02_110_04.jpg,-90
HeadPose\CMU_Multi_Pie_Uncropped\012_01_02_110_05.jpg,-90
HeadPose\CMU_Multi_Pie_Uncropped\012_01_02_110_06.jpg,-90
HeadPose\CMU_Multi_Pie_Uncropped\012_01_02_110_07.jpg,-90
HeadPose\CMU_Multi_Pie_Uncropped\012_01_02_110_08.jpg,-90
HeadPose\CMU_Multi_Pie_Uncropped\012_01_02_110_09.jpg,-90
HeadPose\CMU_Multi_Pie_Uncropped\012_01_02_110_10.jpg,-90
HeadPose\CMU_Multi_Pie_Uncropped\012_01_02_110_11.jpg,-90
HeadPose\CMU_Multi_Pie_Uncropped\012_01_02_110_12.jpg,-90
HeadPose\CMU_Multi_Pie_Uncropped\012_01_02_110_13.jpg,-90
HeadPose\CMU_Multi_Pie_Uncropped\012_01_02_110_14.jpg,-90
HeadPose\CMU_Multi_Pie_Uncropped\012_01_02_110_15.jpg,-90
HeadPose\CMU_Multi_Pie_Uncropped\012_01_02_110_16.jpg,-90
HeadPose\CMU_Multi_Pie_Uncropped\012_01_02_110_17.jpg,-90
HeadPose\CMU_Multi_Pie_Uncropped\012_01_02_110_18.jpg,-90
HeadPose\CMU_Multi_Pie_Uncropped\012_01_02_110_19.jpg,-90
HeadPose\CMU_Multi_Pie_Uncropped\012_01_02_120_00.jpg,-75
HeadPose\CMU_Multi_Pie_Uncropped\012_01_02_120_01.jpg,-75
HeadPose\CMU_Multi_Pie_Uncropped\012_01_02_120_02.jpg,-75
HeadPose\CMU_Multi_Pie_Uncropped\012_01_02_120_03.jpg,-75
HeadPose\CMU_Multi_Pie_Uncropped\012_01_02_120_04.jpg,-75
HeadPose\CMU_Multi_Pie_Uncropped\012_01_02_120_05.jpg,-75
HeadPose\CMU_Multi_Pie_Uncropped\012_01_02_120_06.jpg,-75
HeadPose\CMU_Multi_Pie_Uncropped\012_01_02_120_07.jpg,-75
HeadPose\CMU_Multi_Pie_Uncropped\012_01_02_120_08.jpg,-75
HeadPose\CMU_Multi_Pie_Uncropped\012_01_02_120_09.jpg,-75
HeadPose\CMU_Multi_Pie_Uncropped\012_01_02_120_10.jpg,-75
HeadPose\CMU_Multi_Pie_Uncropped\012_01_02_120_11.jpg,-75
HeadPose\CMU_Multi_Pie_Uncropped\012_01_02_120_12.jpg,-75
HeadPose\CMU_Multi_Pie_Uncropped\012_01_02_120_13.jpg,-75
HeadPose\CMU_Multi_Pie_Uncropped\012_01_02_120_14.jpg,-75
HeadPose\CMU_Multi_Pie_Uncropped\012_01_02_120_15.jpg,-75
HeadPose\CMU_Multi_Pie_Uncropped\012_01_02_120_16.jpg,-75
HeadPose\CMU_Multi_Pie_Uncropped\012_01_02_120_17.jpg,-75
HeadPose\CMU_Multi_Pie_Uncropped\012_01_02_120_18.jpg,-75
HeadPose\CMU_Multi_Pie_Uncropped\012_01_02_120_19.jpg,-75
HeadPose\CMU_Multi_Pie_Uncropped\012_01_02_130_00.jpg,-30
HeadPose\CMU_Multi_Pie_Uncropped\012_01_02_130_01.jpg,-30
HeadPose\CMU_Multi_Pie_Uncropped\012_01_02_130_02.jpg,-30
HeadPose\CMU_Multi_Pie_Uncropped\012_01_02_130_03.jpg,-30
HeadPose\CMU_Multi_Pie_Uncropped\012_01_02_130_04.jpg,-30
HeadPose\CMU_Multi_Pie_Uncropped\012_01_02_130_05.jpg,-30
HeadPose\CMU_Multi_Pie_Uncropped\012_01_02_130_06.jpg,-30
HeadPose\CMU_Multi_Pie_Uncropped\012_01_02_130_07.jpg,-30
HeadPose\CMU_Multi_Pie_Uncropped\012_01_02_130_08.jpg,-30
HeadPose\CMU_Multi_Pie_Uncropped\012_01_02_130_09.jpg,-30
HeadPose\CMU_Multi_Pie_Uncropped\012_01_02_130_10.jpg,-30
HeadPose\CMU_Multi_Pie_Uncropped\012_01_02_130_11.jpg,-30
HeadPose\CMU_Multi_Pie_Uncropped\012_01_02_130_12.jpg,-30
HeadPose\CMU_Multi_Pie_Uncropped\012_01_02_130_13.jpg,-30
HeadPose\CMU_Multi_Pie_Uncropped\012_01_02_130_14.jpg,-30
HeadPose\CMU_Multi_Pie_Uncropped\012_01_02_130_15.jpg,-30
HeadPose\CMU_Multi_Pie_Uncropped\012_01_02_130_16.jpg,-30
HeadPose\CMU_Multi_Pie_Uncropped\012_01_02_130_17.jpg,-30
HeadPose\CMU_Multi_Pie_Uncropped\012_01_02_130_18.jpg,-30
HeadPose\CMU_Multi_Pie_Uncropped\012_01_02_130_19.jpg,-30
HeadPose\CMU_Multi_Pie_Uncropped\012_01_02_140_00.jpg,-15
HeadPose\CMU_Multi_Pie_Uncropped\012_01_02_140_01.jpg,-15
HeadPose\CMU_Multi_Pie_Uncropped\012_01_02_140_02.jpg,-15
HeadPose\CMU_Multi_Pie_Uncropped\012_01_02_140_03.jpg,-15
HeadPose\CMU_Multi_Pie_Uncropped\012_01_02_140_04.jpg,-15
HeadPose\CMU_Multi_Pie_Uncropped\012_01_02_140_05.jpg,-15
HeadPose\CMU_Multi_Pie_Uncropped\012_01_02_140_06.jpg,-15
HeadPose\CMU_Multi_Pie_Uncropped\012_01_02_140_07.jpg,-15
HeadPose\CMU_Multi_Pie_Uncropped\012_01_02_140_08.jpg,-15
HeadPose\CMU_Multi_Pie_Uncropped\012_01_02_140_09.jpg,-15
HeadPose\CMU_Multi_Pie_Uncropped\012_01_02_140_10.jpg,-15
HeadPose\CMU_Multi_Pie_Uncropped\012_01_02_140_11.jpg,-15
HeadPose\CMU_Multi_Pie_Uncropped\012_01_02_140_12.jpg,-15
HeadPose\CMU_Multi_Pie_Uncropped\012_01_02_140_13.jpg,-15
HeadPose\CMU_Multi_Pie_Uncropped\012_01_02_140_14.jpg,-15
HeadPose\CMU_Multi_Pie_Uncropped\012_01_02_140_15.jpg,-15
HeadPose\CMU_Multi_Pie_Uncropped\012_01_02_140_16.jpg,-15
HeadPose\CMU_Multi_Pie_Uncropped\012_01_02_140_17.jpg,-15
HeadPose\CMU_Multi_Pie_Uncropped\012_01_02_140_18.jpg,-15
HeadPose\CMU_Multi_Pie_Uncropped\012_01_02_140_19.jpg,-15
HeadPose\CMU_Multi_Pie_Uncropped\012_01_02_190_00.jpg,45
HeadPose\CMU_Multi_Pie_Uncropped\012_01_02_190_01.jpg,45
HeadPose\CMU_Multi_Pie_Uncropped\012_01_02_190_02.jpg,45
HeadPose\CMU_Multi_Pie_Uncropped\012_01_02_190_03.jpg,45
HeadPose\CMU_Multi_Pie_Uncropped\012_01_02_190_04.jpg,45
HeadPose\CMU_Multi_Pie_Uncropped\012_01_02_190_05.jpg,45
HeadPose\CMU_Multi_Pie_Uncropped\012_01_02_190_06.jpg,45
HeadPose\CMU_Multi_Pie_Uncropped\012_01_02_190_07.jpg,45
HeadPose\CMU_Multi_Pie_Uncropped\012_01_02_190_08.jpg,45
HeadPose\CMU_Multi_Pie_Uncropped\012_01_02_190_09.jpg,45
HeadPose\CMU_Multi_Pie_Uncropped\012_01_02_190_10.jpg,45
HeadPose\CMU_Multi_Pie_Uncropped\012_01_02_190_11.jpg,45
HeadPose\CMU_Multi_Pie_Uncropped\012_01_02_190_12.jpg,45
HeadPose\CMU_Multi_Pie_Uncropped\012_01_02_190_13.jpg,45
HeadPose\CMU_Multi_Pie_Uncropped\012_01_02_190_14.jpg,45
HeadPose\CMU_Multi_Pie_Uncropped\012_01_02_190_15.jpg,45
HeadPose\CMU_Multi_Pie_Uncropped\012_01_02_190_16.jpg,45
HeadPose\CMU_Multi_Pie_Uncropped\012_01_02_190_17.jpg,45
HeadPose\CMU_Multi_Pie_Uncropped\012_01_02_190_18.jpg,45
HeadPose\CMU_Multi_Pie_Uncropped\012_01_02_190_19.jpg,45
HeadPose\CMU_Multi_Pie_Uncropped\012_01_02_200_00.jpg,60
HeadPose\CMU_Multi_Pie_Uncropped\012_01_02_200_01.jpg,60
HeadPose\CMU_Multi_Pie_Uncropped\012_01_02_200_02.jpg,60
HeadPose\CMU_Multi_Pie_Uncropped\012_01_02_200_03.jpg,60
HeadPose\CMU_Multi_Pie_Uncropped\012_01_02_200_04.jpg,60
HeadPose\CMU_Multi_Pie_Uncropped\012_01_02_200_05.jpg,60
HeadPose\CMU_Multi_Pie_Uncropped\012_01_02_200_06.jpg,60
HeadPose\CMU_Multi_Pie_Uncropped\012_01_02_200_07.jpg,60
HeadPose\CMU_Multi_Pie_Uncropped\012_01_02_200_08.jpg,60
HeadPose\CMU_Multi_Pie_Uncropped\012_01_02_200_09.jpg,60
HeadPose\CMU_Multi_Pie_Uncropped\012_01_02_200_10.jpg,60
HeadPose\CMU_Multi_Pie_Uncropped\012_01_02_200_11.jpg,60
HeadPose\CMU_Multi_Pie_Uncropped\012_01_02_200_12.jpg,60
HeadPose\CMU_Multi_Pie_Uncropped\012_01_02_200_13.jpg,60
HeadPose\CMU_Multi_Pie_Uncropped\012_01_02_200_14.jpg,60
HeadPose\CMU_Multi_Pie_Uncropped\012_01_02_200_15.jpg,60
HeadPose\CMU_Multi_Pie_Uncropped\012_01_02_200_16.jpg,60
HeadPose\CMU_Multi_Pie_Uncropped\012_01_02_200_17.jpg,60
HeadPose\CMU_Multi_Pie_Uncropped\012_01_02_200_18.jpg,60
HeadPose\CMU_Multi_Pie_Uncropped\012_01_02_200_19.jpg,60
HeadPose\CMU_Multi_Pie_Uncropped\012_01_02_240_00.jpg,90
HeadPose\CMU_Multi_Pie_Uncropped\012_01_02_240_01.jpg,90
HeadPose\CMU_Multi_Pie_Uncropped\012_01_02_240_02.jpg,90
HeadPose\CMU_Multi_Pie_Uncropped\012_01_02_240_03.jpg,90
HeadPose\CMU_Multi_Pie_Uncropped\012_01_02_240_04.jpg,90
HeadPose\CMU_Multi_Pie_Uncropped\012_01_02_240_05.jpg,90
HeadPose\CMU_Multi_Pie_Uncropped\012_01_02_240_06.jpg,90
HeadPose\CMU_Multi_Pie_Uncropped\012_01_02_240_07.jpg,90
HeadPose\CMU_Multi_Pie_Uncropped\012_01_02_240_08.jpg,90
HeadPose\CMU_Multi_Pie_Uncropped\012_01_02_240_09.jpg,90
HeadPose\CMU_Multi_Pie_Uncropped\012_01_02_240_10.jpg,90
HeadPose\CMU_Multi_Pie_Uncropped\012_01_02_240_11.jpg,90
HeadPose\CMU_Multi_Pie_Uncropped\012_01_02_240_12.jpg,90
HeadPose\CMU_Multi_Pie_Uncropped\012_01_02_240_13.jpg,90
HeadPose\CMU_Multi_Pie_Uncropped\012_01_02_240_14.jpg,90
HeadPose\CMU_Multi_Pie_Uncropped\012_01_02_240_15.jpg,90
HeadPose\CMU_Multi_Pie_Uncropped\012_01_02_240_16.jpg,90
HeadPose\CMU_Multi_Pie_Uncropped\012_01_02_240_17.jpg,90
HeadPose\CMU_Multi_Pie_Uncropped\012_01_02_240_18.jpg,90
HeadPose\CMU_Multi_Pie_Uncropped\012_01_02_240_19.jpg,90
HeadPose\CMU_Multi_Pie_Uncropped\013_01_01_010_00.jpg,75
HeadPose\CMU_Multi_Pie_Uncropped\013_01_01_010_01.jpg,75
HeadPose\CMU_Multi_Pie_Uncropped\013_01_01_010_02.jpg,75
HeadPose\CMU_Multi_Pie_Uncropped\013_01_01_010_03.jpg,75
HeadPose\CMU_Multi_Pie_Uncropped\013_01_01_010_04.jpg,75
HeadPose\CMU_Multi_Pie_Uncropped\013_01_01_010_05.jpg,75
HeadPose\CMU_Multi_Pie_Uncropped\013_01_01_010_06.jpg,75
HeadPose\CMU_Multi_Pie_Uncropped\013_01_01_010_07.jpg,75
HeadPose\CMU_Multi_Pie_Uncropped\013_01_01_010_08.jpg,75
HeadPose\CMU_Multi_Pie_Uncropped\013_01_01_010_09.jpg,75
HeadPose\CMU_Multi_Pie_Uncropped\013_01_01_010_10.jpg,75
HeadPose\CMU_Multi_Pie_Uncropped\013_01_01_010_11.jpg,75
HeadPose\CMU_Multi_Pie_Uncropped\013_01_01_010_12.jpg,75
HeadPose\CMU_Multi_Pie_Uncropped\013_01_01_010_13.jpg,75
HeadPose\CMU_Multi_Pie_Uncropped\013_01_01_010_14.jpg,75
HeadPose\CMU_Multi_Pie_Uncropped\013_01_01_010_15.jpg,75
HeadPose\CMU_Multi_Pie_Uncropped\013_01_01_010_16.jpg,75
HeadPose\CMU_Multi_Pie_Uncropped\013_01_01_010_17.jpg,75
HeadPose\CMU_Multi_Pie_Uncropped\013_01_01_010_18.jpg,75
HeadPose\CMU_Multi_Pie_Uncropped\013_01_01_010_19.jpg,75
HeadPose\CMU_Multi_Pie_Uncropped\013_01_01_041_00.jpg,30
HeadPose\CMU_Multi_Pie_Uncropped\013_01_01_041_01.jpg,30
HeadPose\CMU_Multi_Pie_Uncropped\013_01_01_041_02.jpg,30
HeadPose\CMU_Multi_Pie_Uncropped\013_01_01_041_03.jpg,30
HeadPose\CMU_Multi_Pie_Uncropped\013_01_01_041_04.jpg,30
HeadPose\CMU_Multi_Pie_Uncropped\013_01_01_041_05.jpg,30
HeadPose\CMU_Multi_Pie_Uncropped\013_01_01_041_06.jpg,30
HeadPose\CMU_Multi_Pie_Uncropped\013_01_01_041_07.jpg,30
HeadPose\CMU_Multi_Pie_Uncropped\013_01_01_041_08.jpg,30
HeadPose\CMU_Multi_Pie_Uncropped\013_01_01_041_09.jpg,30
HeadPose\CMU_Multi_Pie_Uncropped\013_01_01_041_10.jpg,30
HeadPose\CMU_Multi_Pie_Uncropped\013_01_01_041_11.jpg,30
HeadPose\CMU_Multi_Pie_Uncropped\013_01_01_041_12.jpg,30
HeadPose\CMU_Multi_Pie_Uncropped\013_01_01_041_13.jpg,30
HeadPose\CMU_Multi_Pie_Uncropped\013_01_01_041_14.jpg,30
HeadPose\CMU_Multi_Pie_Uncropped\013_01_01_041_15.jpg,30
HeadPose\CMU_Multi_Pie_Uncropped\013_01_01_041_16.jpg,30
HeadPose\CMU_Multi_Pie_Uncropped\013_01_01_041_17.jpg,30
HeadPose\CMU_Multi_Pie_Uncropped\013_01_01_041_18.jpg,30
HeadPose\CMU_Multi_Pie_Uncropped\013_01_01_041_19.jpg,30
HeadPose\CMU_Multi_Pie_Uncropped\013_01_01_050_00.jpg,15
HeadPose\CMU_Multi_Pie_Uncropped\013_01_01_050_01.jpg,15
HeadPose\CMU_Multi_Pie_Uncropped\013_01_01_050_02.jpg,15
HeadPose\CMU_Multi_Pie_Uncropped\013_01_01_050_03.jpg,15
HeadPose\CMU_Multi_Pie_Uncropped\013_01_01_050_04.jpg,15
HeadPose\CMU_Multi_Pie_Uncropped\013_01_01_050_05.jpg,15
HeadPose\CMU_Multi_Pie_Uncropped\013_01_01_050_06.jpg,15
HeadPose\CMU_Multi_Pie_Uncropped\013_01_01_050_07.jpg,15
HeadPose\CMU_Multi_Pie_Uncropped\013_01_01_050_08.jpg,15
HeadPose\CMU_Multi_Pie_Uncropped\013_01_01_050_09.jpg,15
HeadPose\CMU_Multi_Pie_Uncropped\013_01_01_050_10.jpg,15
HeadPose\CMU_Multi_Pie_Uncropped\013_01_01_050_11.jpg,15
HeadPose\CMU_Multi_Pie_Uncropped\013_01_01_050_12.jpg,15
HeadPose\CMU_Multi_Pie_Uncropped\013_01_01_050_13.jpg,15
HeadPose\CMU_Multi_Pie_Uncropped\013_01_01_050_14.jpg,15
HeadPose\CMU_Multi_Pie_Uncropped\013_01_01_050_15.jpg,15
HeadPose\CMU_Multi_Pie_Uncropped\013_01_01_050_16.jpg,15
HeadPose\CMU_Multi_Pie_Uncropped\013_01_01_050_17.jpg,15
HeadPose\CMU_Multi_Pie_Uncropped\013_01_01_050_18.jpg,15
HeadPose\CMU_Multi_Pie_Uncropped\013_01_01_050_19.jpg,15
HeadPose\CMU_Multi_Pie_Uncropped\013_01_01_051_00.jpg,0
HeadPose\CMU_Multi_Pie_Uncropped\013_01_01_051_01.jpg,0
HeadPose\CMU_Multi_Pie_Uncropped\013_01_01_051_02.jpg,0
HeadPose\CMU_Multi_Pie_Uncropped\013_01_01_051_03.jpg,0
HeadPose\CMU_Multi_Pie_Uncropped\013_01_01_051_04.jpg,0
HeadPose\CMU_Multi_Pie_Uncropped\013_01_01_051_05.jpg,0
HeadPose\CMU_Multi_Pie_Uncropped\013_01_01_051_06.jpg,0
HeadPose\CMU_Multi_Pie_Uncropped\013_01_01_051_07.jpg,0
HeadPose\CMU_Multi_Pie_Uncropped\013_01_01_051_08.jpg,0
HeadPose\CMU_Multi_Pie_Uncropped\013_01_01_051_09.jpg,0
HeadPose\CMU_Multi_Pie_Uncropped\013_01_01_051_10.jpg,0
HeadPose\CMU_Multi_Pie_Uncropped\013_01_01_051_11.jpg,0
HeadPose\CMU_Multi_Pie_Uncropped\013_01_01_051_12.jpg,0
HeadPose\CMU_Multi_Pie_Uncropped\013_01_01_051_13.jpg,0
HeadPose\CMU_Multi_Pie_Uncropped\013_01_01_051_14.jpg,0
HeadPose\CMU_Multi_Pie_Uncropped\013_01_01_051_15.jpg,0
HeadPose\CMU_Multi_Pie_Uncropped\013_01_01_051_16.jpg,0
HeadPose\CMU_Multi_Pie_Uncropped\013_01_01_051_17.jpg,0
HeadPose\CMU_Multi_Pie_Uncropped\013_01_01_051_18.jpg,0
HeadPose\CMU_Multi_Pie_Uncropped\013_01_01_051_19.jpg,0
HeadPose\CMU_Multi_Pie_Uncropped\013_01_01_080_00.jpg,-45
HeadPose\CMU_Multi_Pie_Uncropped\013_01_01_080_01.jpg,-45
HeadPose\CMU_Multi_Pie_Uncropped\013_01_01_080_02.jpg,-45
HeadPose\CMU_Multi_Pie_Uncropped\013_01_01_080_03.jpg,-45
HeadPose\CMU_Multi_Pie_Uncropped\013_01_01_080_04.jpg,-45
HeadPose\CMU_Multi_Pie_Uncropped\013_01_01_080_05.jpg,-45
HeadPose\CMU_Multi_Pie_Uncropped\013_01_01_080_06.jpg,-45
HeadPose\CMU_Multi_Pie_Uncropped\013_01_01_080_07.jpg,-45
HeadPose\CMU_Multi_Pie_Uncropped\013_01_01_080_08.jpg,-45
HeadPose\CMU_Multi_Pie_Uncropped\013_01_01_080_09.jpg,-45
HeadPose\CMU_Multi_Pie_Uncropped\013_01_01_080_10.jpg,-45
HeadPose\CMU_Multi_Pie_Uncropped\013_01_01_080_11.jpg,-45
HeadPose\CMU_Multi_Pie_Uncropped\013_01_01_080_12.jpg,-45
HeadPose\CMU_Multi_Pie_Uncropped\013_01_01_080_13.jpg,-45
HeadPose\CMU_Multi_Pie_Uncropped\013_01_01_080_14.jpg,-45
HeadPose\CMU_Multi_Pie_Uncropped\013_01_01_080_15.jpg,-45
HeadPose\CMU_Multi_Pie_Uncropped\013_01_01_080_16.jpg,-45
HeadPose\CMU_Multi_Pie_Uncropped\013_01_01_080_17.jpg,-45
HeadPose\CMU_Multi_Pie_Uncropped\013_01_01_080_18.jpg,-45
HeadPose\CMU_Multi_Pie_Uncropped\013_01_01_080_19.jpg,-45
HeadPose\CMU_Multi_Pie_Uncropped\013_01_01_090_00.jpg,-60
HeadPose\CMU_Multi_Pie_Uncropped\013_01_01_090_01.jpg,-60
HeadPose\CMU_Multi_Pie_Uncropped\013_01_01_090_02.jpg,-60
HeadPose\CMU_Multi_Pie_Uncropped\013_01_01_090_03.jpg,-60
HeadPose\CMU_Multi_Pie_Uncropped\013_01_01_090_04.jpg,-60
HeadPose\CMU_Multi_Pie_Uncropped\013_01_01_090_05.jpg,-60
HeadPose\CMU_Multi_Pie_Uncropped\013_01_01_090_06.jpg,-60
HeadPose\CMU_Multi_Pie_Uncropped\013_01_01_090_07.jpg,-60
HeadPose\CMU_Multi_Pie_Uncropped\013_01_01_090_08.jpg,-60
HeadPose\CMU_Multi_Pie_Uncropped\013_01_01_090_09.jpg,-60
