path,pitch,yaw
HeadPose\Pointing04\personne05264+15+75.jpg,+15,+75
HeadPose\Pointing04\personne05265+15+90.jpg,+15,+90
HeadPose\Pointing04\personne05266+30-90.jpg,+30,-90
HeadPose\Pointing04\personne05267+30-75.jpg,+30,-75
HeadPose\Pointing04\personne05268+30-60.jpg,+30,-60
HeadPose\Pointing04\personne05269+30-45.jpg,+30,-45
HeadPose\Pointing04\personne05270+30-30.jpg,+30,-30
HeadPose\Pointing04\personne05271+30-15.jpg,+30,-15
HeadPose\Pointing04\personne05272+30+0.jpg,+30,+0
HeadPose\Pointing04\personne05273+30+15.jpg,+30,+15
HeadPose\Pointing04\personne05274+30+30.jpg,+30,+30
HeadPose\Pointing04\personne05275+30+45.jpg,+30,+45
HeadPose\Pointing04\personne05276+30+60.jpg,+30,+60
HeadPose\Pointing04\personne05277+30+75.jpg,+30,+75
HeadPose\Pointing04\personne05278+30+90.jpg,+30,+90
HeadPose\Pointing04\personne05279+60-90.jpg,+60,-90
HeadPose\Pointing04\personne05280+60-75.jpg,+60,-75
HeadPose\Pointing04\personne05281+60-60.jpg,+60,-60
HeadPose\Pointing04\personne05282+60-45.jpg,+60,-45
HeadPose\Pointing04\personne05283+60-30.jpg,+60,-30
HeadPose\Pointing04\personne05284+60-15.jpg,+60,-15
HeadPose\Pointing04\personne05285+60+0.jpg,+60,+0
HeadPose\Pointing04\personne05286+60+15.jpg,+60,+15
HeadPose\Pointing04\personne05287+60+30.jpg,+60,+30
HeadPose\Pointing04\personne05288+60+45.jpg,+60,+45
HeadPose\Pointing04\personne05289+60+60.jpg,+60,+60
HeadPose\Pointing04\personne05290+60+75.jpg,+60,+75
HeadPose\Pointing04\personne05291+60+90.jpg,+60,+90
HeadPose\Pointing04\personne05292+90+0.jpg,+90,+0
HeadPose\Pointing04\personne06100-90+0.jpg,-90,+0
HeadPose\Pointing04\personne06101-60-90.jpg,-60,-90
HeadPose\Pointing04\personne06102-60-75.jpg,-60,-75
HeadPose\Pointing04\personne06103-60-60.jpg,-60,-60
HeadPose\Pointing04\personne06104-60-45.jpg,-60,-45
HeadPose\Pointing04\personne06105-60-30.jpg,-60,-30
HeadPose\Pointing04\personne06106-60-15.jpg,-60,-15
HeadPose\Pointing04\personne06107-60+0.jpg,-60,+0
HeadPose\Pointing04\personne06108-60+15.jpg,-60,+15
HeadPose\Pointing04\personne06109-60+30.jpg,-60,+30
HeadPose\Pointing04\personne06110-60+45.jpg,-60,+45
HeadPose\Pointing04\personne06111-60+60.jpg,-60,+60
HeadPose\Pointing04\personne06112-60+75.jpg,-60,+75
HeadPose\Pointing04\personne06113-60+90.jpg,-60,+90
HeadPose\Pointing04\personne06114-30-90.jpg,-30,-90
HeadPose\Pointing04\personne06115-30-75.jpg,-30,-75
HeadPose\Pointing04\personne06116-30-60.jpg,-30,-60
HeadPose\Pointing04\personne06117-30-45.jpg,-30,-45
HeadPose\Pointing04\personne06118-30-30.jpg,-30,-30
HeadPose\Pointing04\personne06119-30-15.jpg,-30,-15
HeadPose\Pointing04\personne06120-30+0.jpg,-30,+0
HeadPose\Pointing04\personne06121-30+15.jpg,-30,+15
HeadPose\Pointing04\personne06122-30+30.jpg,-30,+30
HeadPose\Pointing04\personne06123-30+45.jpg,-30,+45
HeadPose\Pointing04\personne06124-30+60.jpg,-30,+60
HeadPose\Pointing04\personne06125-30+75.jpg,-30,+75
HeadPose\Pointing04\personne06126-30+90.jpg,-30,+90
HeadPose\Pointing04\personne06127-15-90.jpg,-15,-90
HeadPose\Pointing04\personne06128-15-75.jpg,-15,-75
HeadPose\Pointing04\personne06129-15-60.jpg,-15,-60
HeadPose\Pointing04\personne06130-15-45.jpg,-15,-45
HeadPose\Pointing04\personne06131-15-30.jpg,-15,-30
HeadPose\Pointing04\personne06132-15-15.jpg,-15,-15
HeadPose\Pointing04\personne06133-15+0.jpg,-15,+0
HeadPose\Pointing04\personne06134-15+15.jpg,-15,+15
HeadPose\Pointing04\personne06135-15+30.jpg,-15,+30
HeadPose\Pointing04\personne06136-15+45.jpg,-15,+45
HeadPose\Pointing04\personne06137-15+60.jpg,-15,+60
HeadPose\Pointing04\personne06138-15+75.jpg,-15,+75
HeadPose\Pointing04\personne06139-15+90.jpg,-15,+90
HeadPose\Pointing04\personne06140+0-90.jpg,+0,-90
HeadPose\Pointing04\personne06141+0-75.jpg,+0,-75
HeadPose\Pointing04\personne06142+0-60.jpg,+0,-60
HeadPose\Pointing04\personne06143+0-45.jpg,+0,-45
HeadPose\Pointing04\personne06144+0-30.jpg,+0,-30
HeadPose\Pointing04\personne06145+0-15.jpg,+0,-15
HeadPose\Pointing04\personne06146+0+0.jpg,+0,+0
HeadPose\Pointing04\personne06147+0+15.jpg,+0,+15
HeadPose\Pointing04\personne06148+0+30.jpg,+0,+30
HeadPose\Pointing04\personne06149+0+45.jpg,+0,+45
HeadPose\Pointing04\personne06150+0+60.jpg,+0,+60
HeadPose\Pointing04\personne06151+0+75.jpg,+0,+75
HeadPose\Pointing04\personne06152+0+90.jpg,+0,+90
HeadPose\Pointing04\personne06153+15-90.jpg,+15,-90
HeadPose\Pointing04\personne06154+15-75.jpg,+15,-75
HeadPose\Pointing04\personne06155+15-60.jpg,+15,-60
HeadPose\Pointing04\personne06156+15-45.jpg,+15,-45
HeadPose\Pointing04\personne06157+15-30.jpg,+15,-30
HeadPose\Pointing04\personne06158+15-15.jpg,+15,-15
HeadPose\Pointing04\personne06159+15+0.jpg,+15,+0
HeadPose\Pointing04\personne06160+15+15.jpg,+15,+15
HeadPose\Pointing04\personne06161+15+30.jpg,+15,+30
HeadPose\Pointing04\personne06162+15+45.jpg,+15,+45
HeadPose\Pointing04\personne06163+15+60.jpg,+15,+60
HeadPose\Pointing04\personne06164+15+75.jpg,+15,+75
HeadPose\Pointing04\personne06165+15+90.jpg,+15,+90
HeadPose\Pointing04\personne06166+30-90.jpg,+30,-90
HeadPose\Pointing04\personne06167+30-75.jpg,+30,-75
HeadPose\Pointing04\personne06168+30-60.jpg,+30,-60
HeadPose\Pointing04\personne06169+30-45.jpg,+30,-45
HeadPose\Pointing04\personne06170+30-30.jpg,+30,-30
HeadPose\Pointing04\personne06171+30-15.jpg,+30,-15
HeadPose\Pointing04\personne06172+30+0.jpg,+30,+0
HeadPose\Pointing04\personne06173+30+15.jpg,+30,+15
HeadPose\Pointing04\personne06174+30+30.jpg,+30,+30
HeadPose\Pointing04\personne06175+30+45.jpg,+30,+45
HeadPose\Pointing04\personne06176+30+60.jpg,+30,+60
HeadPose\Pointing04\personne06177+30+75.jpg,+30,+75
HeadPose\Pointing04\personne06178+30+90.jpg,+30,+90
HeadPose\Pointing04\personne06179+60-90.jpg,+60,-90
HeadPose\Pointing04\personne06180+60-75.jpg,+60,-75
HeadPose\Pointing04\personne06181+60-60.jpg,+60,-60
HeadPose\Pointing04\personne06182+60-45.jpg,+60,-45
HeadPose\Pointing04\personne06183+60-30.jpg,+60,-30
HeadPose\Pointing04\personne06184+60-15.jpg,+60,-15
HeadPose\Pointing04\personne06185+60+0.jpg,+60,+0
HeadPose\Pointing04\personne06186+60+15.jpg,+60,+15
HeadPose\Pointing04\personne06187+60+30.jpg,+60,+30
HeadPose\Pointing04\personne06188+60+45.jpg,+60,+45
HeadPose\Pointing04\personne06189+60+60.jpg,+60,+60
HeadPose\Pointing04\personne06190+60+75.jpg,+60,+75
HeadPose\Pointing04\personne06191+60+90.jpg,+60,+90
HeadPose\Pointing04\personne06192+90+0.jpg,+90,+0
HeadPose\Pointing04\personne06200-90+0.jpg,-90,+0
HeadPose\Pointing04\personne06201-60-90.jpg,-60,-90
HeadPose\Pointing04\personne06202-60-75.jpg,-60,-75
HeadPose\Pointing04\personne06203-60-60.jpg,-60,-60
HeadPose\Pointing04\personne06204-60-45.jpg,-60,-45
HeadPose\Pointing04\personne06205-60-30.jpg,-60,-30
HeadPose\Pointing04\personne06206-60-15.jpg,-60,-15
HeadPose\Pointing04\personne06207-60+0.jpg,-60,+0
HeadPose\Pointing04\personne06208-60+15.jpg,-60,+15
HeadPose\Pointing04\personne06209-60+30.jpg,-60,+30
HeadPose\Pointing04\personne06210-60+45.jpg,-60,+45
HeadPose\Pointing04\personne06211-60+60.jpg,-60,+60
HeadPose\Pointing04\personne06212-60+75.jpg,-60,+75
HeadPose\Pointing04\personne06213-60+90.jpg,-60,+90
HeadPose\Pointing04\personne06214-30-90.jpg,-30,-90
HeadPose\Pointing04\personne06215-30-75.jpg,-30,-75
HeadPose\Pointing04\personne06216-30-60.jpg,-30,-60
HeadPose\Pointing04\personne06217-30-45.jpg,-30,-45
HeadPose\Pointing04\personne06218-30-30.jpg,-30,-30
HeadPose\Pointing04\personne06219-30-15.jpg,-30,-15
HeadPose\Pointing04\personne06220-30+0.jpg,-30,+0
HeadPose\Pointing04\personne06221-30+15.jpg,-30,+15
HeadPose\Pointing04\personne06222-30+30.jpg,-30,+30
HeadPose\Pointing04\personne06223-30+45.jpg,-30,+45
HeadPose\Pointing04\personne06224-30+60.jpg,-30,+60
HeadPose\Pointing04\personne06225-30+75.jpg,-30,+75
HeadPose\Pointing04\personne06226-30+90.jpg,-30,+90
HeadPose\Pointing04\personne06227-15-90.jpg,-15,-90
HeadPose\Pointing04\personne06228-15-75.jpg,-15,-75
HeadPose\Pointing04\personne06229-15-60.jpg,-15,-60
HeadPose\Pointing04\personne06230-15-45.jpg,-15,-45
HeadPose\Pointing04\personne06231-15-30.jpg,-15,-30
HeadPose\Pointing04\personne06232-15-15.jpg,-15,-15
HeadPose\Pointing04\personne06233-15+0.jpg,-15,+0
HeadPose\Pointing04\personne06234-15+15.jpg,-15,+15
HeadPose\Pointing04\personne06235-15+30.jpg,-15,+30
HeadPose\Pointing04\personne06236-15+45.jpg,-15,+45
HeadPose\Pointing04\personne06237-15+60.jpg,-15,+60
HeadPose\Pointing04\personne06238-15+75.jpg,-15,+75
HeadPose\Pointing04\personne06239-15+90.jpg,-15,+90
HeadPose\Pointing04\personne06240+0-90.jpg,+0,-90
HeadPose\Pointing04\personne06241+0-75.jpg,+0,-75
HeadPose\Pointing04\personne06242+0-60.jpg,+0,-60
HeadPose\Pointing04\personne06243+0-45.jpg,+0,-45
HeadPose\Pointing04\personne06244+0-30.jpg,+0,-30
HeadPose\Pointing04\personne06245+0-15.jpg,+0,-15
HeadPose\Pointing04\personne06246+0+0.jpg,+0,+0
HeadPose\Pointing04\personne06247+0+15.jpg,+0,+15
HeadPose\Pointing04\personne06248+0+30.jpg,+0,+30
HeadPose\Pointing04\personne06249+0+45.jpg,+0,+45
HeadPose\Pointing04\personne06250+0+60.jpg,+0,+60
HeadPose\Pointing04\personne06251+0+75.jpg,+0,+75
HeadPose\Pointing04\personne06252+0+90.jpg,+0,+90
HeadPose\Pointing04\personne06253+15-90.jpg,+15,-90
HeadPose\Pointing04\personne06254+15-75.jpg,+15,-75
HeadPose\Pointing04\personne06255+15-60.jpg,+15,-60
HeadPose\Pointing04\personne06256+15-45.jpg,+15,-45
HeadPose\Pointing04\personne06257+15-30.jpg,+15,-30
HeadPose\Pointing04\personne06258+15-15.jpg,+15,-15
HeadPose\Pointing04\personne06259+15+0.jpg,+15,+0
HeadPose\Pointing04\personne06260+15+15.jpg,+15,+15
HeadPose\Pointing04\personne06261+15+30.jpg,+15,+30
HeadPose\Pointing04\personne06262+15+45.jpg,+15,+45
HeadPose\Pointing04\personne06263+15+60.jpg,+15,+60
HeadPose\Pointing04\personne06264+15+75.jpg,+15,+75
HeadPose\Pointing04\personne06265+15+90.jpg,+15,+90
HeadPose\Pointing04\personne06266+30-90.jpg,+30,-90
HeadPose\Pointing04\personne06267+30-75.jpg,+30,-75
HeadPose\Pointing04\personne06268+30-60.jpg,+30,-60
HeadPose\Pointing04\personne06269+30-45.jpg,+30,-45
HeadPose\Pointing04\personne06270+30-30.jpg,+30,-30
HeadPose\Pointing04\personne06271+30-15.jpg,+30,-15
HeadPose\Pointing04\personne06272+30+0.jpg,+30,+0
HeadPose\Pointing04\personne06273+30+15.jpg,+30,+15
HeadPose\Pointing04\personne06274+30+30.jpg,+30,+30
HeadPose\Pointing04\personne06275+30+45.jpg,+30,+45
HeadPose\Pointing04\personne06276+30+60.jpg,+30,+60
HeadPose\Pointing04\personne06277+30+75.jpg,+30,+75
HeadPose\Pointing04\personne06278+30+90.jpg,+30,+90
HeadPose\Pointing04\personne06279+60-90.jpg,+60,-90
HeadPose\Pointing04\personne06280+60-75.jpg,+60,-75
HeadPose\Pointing04\personne06281+60-60.jpg,+60,-60
HeadPose\Pointing04\personne06282+60-45.jpg,+60,-45
HeadPose\Pointing04\personne06283+60-30.jpg,+60,-30
HeadPose\Pointing04\personne06284+60-15.jpg,+60,-15
HeadPose\Pointing04\personne06285+60+0.jpg,+60,+0
HeadPose\Pointing04\personne06286+60+15.jpg,+60,+15
HeadPose\Pointing04\personne06287+60+30.jpg,+60,+30
HeadPose\Pointing04\personne06288+60+45.jpg,+60,+45
HeadPose\Pointing04\personne06289+60+60.jpg,+60,+60
HeadPose\Pointing04\personne06290+60+75.jpg,+60,+75
HeadPose\Pointing04\personne06291+60+90.jpg,+60,+90
HeadPose\Pointing04\personne06292+90+0.jpg,+90,+0
HeadPose\Pointing04\personne07100-90+0.jpg,-90,+0
HeadPose\Pointing04\personne07101-60-90.jpg,-60,-90
HeadPose\Pointing04\personne07102-60-75.jpg,-60,-75
HeadPose\Pointing04\personne07103-60-60.jpg,-60,-60
HeadPose\Pointing04\personne07104-60-45.jpg,-60,-45
HeadPose\Pointing04\personne07105-60-30.jpg,-60,-30
HeadPose\Pointing04\personne07106-60-15.jpg,-60,-15
HeadPose\Pointing04\personne07107-60+0.jpg,-60,+0
HeadPose\Pointing04\personne07108-60+15.jpg,-60,+15
HeadPose\Pointing04\personne07109-60+30.jpg,-60,+30
HeadPose\Pointing04\personne07110-60+45.jpg,-60,+45
HeadPose\Pointing04\personne07111-60+60.jpg,-60,+60
HeadPose\Pointing04\personne07112-60+75.jpg,-60,+75
HeadPose\Pointing04\personne07113-60+90.jpg,-60,+90
HeadPose\Pointing04\personne07114-30-90.jpg,-30,-90
HeadPose\Pointing04\personne07115-30-75.jpg,-30,-75
HeadPose\Pointing04\personne07116-30-60.jpg,-30,-60
HeadPose\Pointing04\personne07117-30-45.jpg,-30,-45
HeadPose\Pointing04\personne07118-30-30.jpg,-30,-30
HeadPose\Pointing04\personne07119-30-15.jpg,-30,-15
HeadPose\Pointing04\personne07120-30+0.jpg,-30,+0
HeadPose\Pointing04\personne07121-30+15.jpg,-30,+15
HeadPose\Pointing04\personne07122-30+30.jpg,-30,+30
HeadPose\Pointing04\personne07123-30+45.jpg,-30,+45
HeadPose\Pointing04\personne07124-30+60.jpg,-30,+60
HeadPose\Pointing04\personne07125-30+75.jpg,-30,+75
HeadPose\Pointing04\personne07126-30+90.jpg,-30,+90
HeadPose\Pointing04\personne07127-15-90.jpg,-15,-90
HeadPose\Pointing04\personne07128-15-75.jpg,-15,-75
HeadPose\Pointing04\personne07129-15-60.jpg,-15,-60
HeadPose\Pointing04\personne07130-15-45.jpg,-15,-45
HeadPose\Pointing04\personne07131-15-30.jpg,-15,-30
HeadPose\Pointing04\personne07132-15-15.jpg,-15,-15
HeadPose\Pointing04\personne07133-15+0.jpg,-15,+0
HeadPose\Pointing04\personne07134-15+15.jpg,-15,+15
HeadPose\Pointing04\personne07135-15+30.jpg,-15,+30
HeadPose\Pointing04\personne07136-15+45.jpg,-15,+45
HeadPose\Pointing04\personne07137-15+60.jpg,-15,+60
HeadPose\Pointing04\personne07138-15+75.jpg,-15,+75
HeadPose\Pointing04\personne07139-15+90.jpg,-15,+90
HeadPose\Pointing04\personne07140+0-90.jpg,+0,-90
HeadPose\Pointing04\personne07141+0-75.jpg,+0,-75
HeadPose\Pointing04\personne07142+0-60.jpg,+0,-60
HeadPose\Pointing04\personne07143+0-45.jpg,+0,-45
HeadPose\Pointing04\personne07144+0-30.jpg,+0,-30
HeadPose\Pointing04\personne07145+0-15.jpg,+0,-15
HeadPose\Pointing04\personne07146+0+0.jpg,+0,+0
HeadPose\Pointing04\personne07147+0+15.jpg,+0,+15
HeadPose\Pointing04\personne07148+0+30.jpg,+0,+30
HeadPose\Pointing04\personne07149+0+45.jpg,+0,+45
HeadPose\Pointing04\personne07150+0+60.jpg,+0,+60
HeadPose\Pointing04\personne07151+0+75.jpg,+0,+75
HeadPose\Pointing04\personne07152+0+90.jpg,+0,+90
HeadPose\Pointing04\personne07153+15-90.jpg,+15,-90
HeadPose\Pointing04\personne07154+15-75.jpg,+15,-75
HeadPose\Pointing04\personne07155+15-60.jpg,+15,-60
HeadPose\Pointing04\personne07156+15-45.jpg,+15,-45
HeadPose\Pointing04\personne07157+15-30.jpg,+15,-30
HeadPose\Pointing04\personne07158+15-15.jpg,+15,-15
HeadPose\Pointing04\personne07159+15+0.jpg,+15,+0
HeadPose\Pointing04\personne07160+15+15.jpg,+15,+15
HeadPose\Pointing04\personne07161+15+30.jpg,+15,+30
HeadPose\Pointing04\personne07162+15+45.jpg,+15,+45
HeadPose\Pointing04\personne07163+15+60.jpg,+15,+60
HeadPose\Pointing04\personne07164+15+75.jpg,+15,+75
HeadPose\Pointing04\personne07165+15+90.jpg,+15,+90
HeadPose\Pointing04\personne07166+30-90.jpg,+30,-90
HeadPose\Pointing04\personne07167+30-75.jpg,+30,-75
HeadPose\Pointing04\personne07168+30-60.jpg,+30,-60
HeadPose\Pointing04\personne07169+30-45.jpg,+30,-45
HeadPose\Pointing04\personne07170+30-30.jpg,+30,-30
HeadPose\Pointing04\personne07171+30-15.jpg,+30,-15
HeadPose\Pointing04\personne07172+30+0.jpg,+30,+0
HeadPose\Pointing04\personne07173+30+15.jpg,+30,+15
HeadPose\Pointing04\personne07174+30+30.jpg,+30,+30
HeadPose\Pointing04\personne07175+30+45.jpg,+30,+45
HeadPose\Pointing04\personne07176+30+60.jpg,+30,+60
HeadPose\Pointing04\personne07177+30+75.jpg,+30,+75
HeadPose\Pointing04\personne07178+30+90.jpg,+30,+90
HeadPose\Pointing04\personne07179+60-90.jpg,+60,-90
HeadPose\Pointing04\personne07180+60-75.jpg,+60,-75
HeadPose\Pointing04\personne07181+60-60.jpg,+60,-60
HeadPose\Pointing04\personne07182+60-45.jpg,+60,-45
HeadPose\Pointing04\personne07183+60-30.jpg,+60,-30
HeadPose\Pointing04\personne07184+60-15.jpg,+60,-15
HeadPose\Pointing04\personne07185+60+0.jpg,+60,+0
HeadPose\Pointing04\personne07186+60+15.jpg,+60,+15
HeadPose\Pointing04\personne07187+60+30.jpg,+60,+30
HeadPose\Pointing04\personne07188+60+45.jpg,+60,+45
HeadPose\Pointing04\personne07189+60+60.jpg,+60,+60
HeadPose\Pointing04\personne07190+60+75.jpg,+60,+75
HeadPose\Pointing04\personne07191+60+90.jpg,+60,+90
HeadPose\Pointing04\personne07192+90+0.jpg,+90,+0
HeadPose\Pointing04\personne07200-90+0.jpg,-90,+0
HeadPose\Pointing04\personne07201-60-90.jpg,-60,-90
HeadPose\Pointing04\personne07202-60-75.jpg,-60,-75
HeadPose\Pointing04\personne07203-60-60.jpg,-60,-60
HeadPose\Pointing04\personne07204-60-45.jpg,-60,-45
HeadPose\Pointing04\personne07205-60-30.jpg,-60,-30
HeadPose\Pointing04\personne07206-60-15.jpg,-60,-15
HeadPose\Pointing04\personne07207-60+0.jpg,-60,+0
HeadPose\Pointing04\personne07208-60+15.jpg,-60,+15
HeadPose\Pointing04\personne07209-60+30.jpg,-60,+30
HeadPose\Pointing04\personne07210-60+45.jpg,-60,+45
HeadPose\Pointing04\personne07211-60+60.jpg,-60,+60
HeadPose\Pointing04\personne07212-60+75.jpg,-60,+75
HeadPose\Pointing04\personne07213-60+90.jpg,-60,+90
HeadPose\Pointing04\personne07214-30-90.jpg,-30,-90
HeadPose\Pointing04\personne07215-30-75.jpg,-30,-75
HeadPose\Pointing04\personne07216-30-60.jpg,-30,-60
HeadPose\Pointing04\personne07217-30-45.jpg,-30,-45
HeadPose\Pointing04\personne07218-30-30.jpg,-30,-30
HeadPose\Pointing04\personne07219-30-15.jpg,-30,-15
HeadPose\Pointing04\personne07220-30+0.jpg,-30,+0
HeadPose\Pointing04\personne07221-30+15.jpg,-30,+15
HeadPose\Pointing04\personne07222-30+30.jpg,-30,+30
HeadPose\Pointing04\personne07223-30+45.jpg,-30,+45
HeadPose\Pointing04\personne07224-30+60.jpg,-30,+60
HeadPose\Pointing04\personne07225-30+75.jpg,-30,+75
HeadPose\Pointing04\personne07226-30+90.jpg,-30,+90
HeadPose\Pointing04\personne07227-15-90.jpg,-15,-90
HeadPose\Pointing04\personne07228-15-75.jpg,-15,-75
HeadPose\Pointing04\personne07229-15-60.jpg,-15,-60
HeadPose\Pointing04\personne07230-15-45.jpg,-15,-45
HeadPose\Pointing04\personne07231-15-30.jpg,-15,-30
HeadPose\Pointing04\personne07232-15-15.jpg,-15,-15
HeadPose\Pointing04\personne07233-15+0.jpg,-15,+0
HeadPose\Pointing04\personne07234-15+15.jpg,-15,+15
HeadPose\Pointing04\personne07235-15+30.jpg,-15,+30
HeadPose\Pointing04\personne07236-15+45.jpg,-15,+45
HeadPose\Pointing04\personne07237-15+60.jpg,-15,+60
HeadPose\Pointing04\personne07238-15+75.jpg,-15,+75
HeadPose\Pointing04\personne07239-15+90.jpg,-15,+90
HeadPose\Pointing04\personne07240+0-90.jpg,+0,-90
HeadPose\Pointing04\personne07241+0-75.jpg,+0,-75
HeadPose\Pointing04\personne07242+0-60.jpg,+0,-60
HeadPose\Pointing04\personne07243+0-45.jpg,+0,-45
HeadPose\Pointing04\personne07244+0-30.jpg,+0,-30
HeadPose\Pointing04\personne07245+0-15.jpg,+0,-15
HeadPose\Pointing04\personne07246+0+0.jpg,+0,+0
HeadPose\Pointing04\personne07247+0+15.jpg,+0,+15
HeadPose\Pointing04\personne07248+0+30.jpg,+0,+30
HeadPose\Pointing04\personne07249+0+45.jpg,+0,+45
HeadPose\Pointing04\personne07250+0+60.jpg,+0,+60
HeadPose\Pointing04\personne07251+0+75.jpg,+0,+75
HeadPose\Pointing04\personne07252+0+90.jpg,+0,+90
HeadPose\Pointing04\personne07253+15-90.jpg,+15,-90
HeadPose\Pointing04\personne07254+15-75.jpg,+15,-75
HeadPose\Pointing04\personne07255+15-60.jpg,+15,-60
HeadPose\Pointing04\personne07256+15-45.jpg,+15,-45
HeadPose\Pointing04\personne07257+15-30.jpg,+15,-30
HeadPose\Pointing04\personne07258+15-15.jpg,+15,-15
HeadPose\Pointing04\personne07259+15+0.jpg,+15,+0
HeadPose\Pointing04\personne07260+15+15.jpg,+15,+15
HeadPose\Pointing04\personne07261+15+30.jpg,+15,+30
HeadPose\Pointing04\personne07262+15+45.jpg,+15,+45
HeadPose\Pointing04\personne07263+15+60.jpg,+15,+60
HeadPose\Pointing04\personne07264+15+75.jpg,+15,+75
HeadPose\Pointing04\personne07265+15+90.jpg,+15,+90
HeadPose\Pointing04\personne07266+30-90.jpg,+30,-90
HeadPose\Pointing04\personne07267+30-75.jpg,+30,-75
HeadPose\Pointing04\personne07268+30-60.jpg,+30,-60
HeadPose\Pointing04\personne07269+30-45.jpg,+30,-45
HeadPose\Pointing04\personne07270+30-30.jpg,+30,-30
HeadPose\Pointing04\personne07271+30-15.jpg,+30,-15
HeadPose\Pointing04\personne07272+30+0.jpg,+30,+0
HeadPose\Pointing04\personne07273+30+15.jpg,+30,+15
HeadPose\Pointing04\personne07274+30+30.jpg,+30,+30
HeadPose\Pointing04\personne07275+30+45.jpg,+30,+45
HeadPose\Pointing04\personne07276+30+60.jpg,+30,+60
HeadPose\Pointing04\personne07277+30+75.jpg,+30,+75
HeadPose\Pointing04\personne07278+30+90.jpg,+30,+90
HeadPose\Pointing04\personne07279+60-90.jpg,+60,-90
HeadPose\Pointing04\personne07280+60-75.jpg,+60,-75
HeadPose\Pointing04\personne07281+60-60.jpg,+60,-60
HeadPose\Pointing04\personne07282+60-45.jpg,+60,-45
HeadPose\Pointing04\personne07283+60-30.jpg,+60,-30
HeadPose\Pointing04\personne07284+60-15.jpg,+60,-15
HeadPose\Pointing04\personne07285+60+0.jpg,+60,+0
HeadPose\Pointing04\personne07286+60+15.jpg,+60,+15
HeadPose\Pointing04\personne07287+60+30.jpg,+60,+30
HeadPose\Pointing04\personne07288+60+45.jpg,+60,+45
HeadPose\Pointing04\personne07289+60+60.jpg,+60,+60
HeadPose\Pointing04\personne07290+60+75.jpg,+60,+75
HeadPose\Pointing04\personne07291+60+90.jpg,+60,+90
HeadPose\Pointing04\personne07292+90+0.jpg,+90,+0
HeadPose\Pointing04\personne08100-90+0.jpg,-90,+0
HeadPose\Pointing04\personne08101-60-90.jpg,-60,-90
HeadPose\Pointing04\personne08102-60-75.jpg,-60,-75
HeadPose\Pointing04\personne08103-60-60.jpg,-60,-60
HeadPose\Pointing04\personne08104-60-45.jpg,-60,-45
HeadPose\Pointing04\personne08105-60-30.jpg,-60,-30
HeadPose\Pointing04\personne08106-60-15.jpg,-60,-15
HeadPose\Pointing04\personne08107-60+0.jpg,-60,+0
HeadPose\Pointing04\personne08108-60+15.jpg,-60,+15
HeadPose\Pointing04\personne08109-60+30.jpg,-60,+30
HeadPose\Pointing04\personne08110-60+45.jpg,-60,+45
HeadPose\Pointing04\personne08111-60+60.jpg,-60,+60
HeadPose\Pointing04\personne08112-60+75.jpg,-60,+75
HeadPose\Pointing04\personne08113-60+90.jpg,-60,+90
HeadPose\Pointing04\personne08114-30-90.jpg,-30,-90
HeadPose\Pointing04\personne08115-30-75.jpg,-30,-75
HeadPose\Pointing04\personne08116-30-60.jpg,-30,-60
HeadPose\Pointing04\personne08117-30-45.jpg,-30,-45
HeadPose\Pointing04\personne08118-30-30.jpg,-30,-30
HeadPose\Pointing04\personne08119-30-15.jpg,-30,-15
HeadPose\Pointing04\personne08120-30+0.jpg,-30,+0
HeadPose\Pointing04\personne08121-30+15.jpg,-30,+15
HeadPose\Pointing04\personne08122-30+30.jpg,-30,+30
HeadPose\Pointing04\personne08123-30+45.jpg,-30,+45
HeadPose\Pointing04\personne08124-30+60.jpg,-30,+60
HeadPose\Pointing04\personne08125-30+75.jpg,-30,+75
HeadPose\Pointing04\personne08126-30+90.jpg,-30,+90
HeadPose\Pointing04\personne08127-15-90.jpg,-15,-90
HeadPose\Pointing04\personne08128-15-75.jpg,-15,-75
HeadPose\Pointing04\personne08129-15-60.jpg,-15,-60
HeadPose\Pointing04\personne08130-15-45.jpg,-15,-45
HeadPose\Pointing04\personne08131-15-30.jpg,-15,-30
HeadPose\Pointing04\personne08132-15-15.jpg,-15,-15
HeadPose\Pointing04\personne08133-15+0.jpg,-15,+0
HeadPose\Pointing04\personne08134-15+15.jpg,-15,+15
HeadPose\Pointing04\personne08135-15+30.jpg,-15,+30
HeadPose\Pointing04\personne08136-15+45.jpg,-15,+45
HeadPose\Pointing04\personne08137-15+60.jpg,-15,+60
HeadPose\Pointing04\personne08138-15+75.jpg,-15,+75
HeadPose\Pointing04\personne08139-15+90.jpg,-15,+90
HeadPose\Pointing04\personne08140+0-90.jpg,+0,-90
HeadPose\Pointing04\personne08141+0-75.jpg,+0,-75
HeadPose\Pointing04\personne08142+0-60.jpg,+0,-60
HeadPose\Pointing04\personne08143+0-45.jpg,+0,-45
HeadPose\Pointing04\personne08144+0-30.jpg,+0,-30
HeadPose\Pointing04\personne08145+0-15.jpg,+0,-15
HeadPose\Pointing04\personne08146+0+0.jpg,+0,+0
HeadPose\Pointing04\personne08147+0+15.jpg,+0,+15
HeadPose\Pointing04\personne08148+0+30.jpg,+0,+30
HeadPose\Pointing04\personne08149+0+45.jpg,+0,+45
